user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
K20_2.bin.18	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	GCF_000169235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.15	0.69	GCF_000169235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea formicigenerans	98.15	0.69	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001404875.1, s__Dorea longicatena_B, 95.0, 79.54, 0.26; GCF_000154065.1, s__Dorea longicatena, 95.0, 78.74, 0.25; GCA_000433215.1, s__Dorea sp000433215, 95.0, 78.03, 0.28; GCF_900240315.1, s__Dorea sp900240315, 95.0, 77.97, 0.18; GCA_000433535.1, s__Dorea sp000433535, 95.0, 77.85, 0.2; GCA_900066765.1, s__Dorea sp900066765, 95.0, 77.79, 0.14; GCA_900066555.1, s__Dorea sp900066555, 95.0, 77.69, 0.19; GCF_900120345.1, s__Dorea phocaeense, 95.0, 77.48, 0.08; GCF_001185345.1, s__Dorea sp001185345, 95.0, 77.35, 0.09; GCF_001754075.1, s__Dorea faecis, 95.0, 77.34, 0.12; GCF_000154505.1, s__Dorea scindens, 95.0, 77.33, 0.11; GCF_000156515.1, s__Dorea hylemonae, 95.0, 77.32, 0.09; GCF_002160985.1, s__Dorea sp002160985, 95.0, 77.21, 0.07; GCF_000403455.2, s__Dorea sp000403455, 95.0, 77.2, 0.1; GCA_002492335.1, s__Dorea sp002492335, 95.0, 77.14, 0.19; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.1, 0.11; GCF_000403475.2, s__Dorea sp000403475, 95.0, 77.03, 0.1; GCF_900086625.1, s__Dorea sp900086625, 95.0, 76.93, 0.08; GCF_000765215.1, s__Dorea sp000765215, 95.0, 76.91, 0.07; GCF_900312975.1, s__Dorea sp900312975, 95.0, 76.81, 0.1	79.25	11	N/A	N/A
K20_2.bin.27	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	GCF_003011855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.77	0.93	GCF_003011855.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp003011855	97.77	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_000437095.1, s__Ruminococcus_A sp000437095, 95.0, 91.71, 0.82; GCA_002361775.1, s__Ruminococcus_A sp002361775, 95.0, 79.13, 0.27; GCA_000432335.1, s__Ruminococcus_A sp000432335, 95.0, 79.12, 0.26	82.98	11	N/A	Genome has more than 13.3% of markers with multiple hits
K20_2.bin.43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	GCA_000210555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	97.61	0.9	GCA_000210555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus_A;s__Coprococcus_A catus	97.61	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.43	11	N/A	N/A
K20_2.bin.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCA_900066215.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	98.21	0.88	GCA_900066215.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	98.21	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales;f__UBA1381;g__CAG-41;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001941225.1, s__CAG-41 sp001941225, 95.0, 78.24, 0.36	93.83	11	N/A	N/A
K22_2.bin.4	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	97.86	0.85	GCF_000010425.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	97.86	0.85	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000770925.1, s__Bifidobacterium ruminantium, 95.0, 88.62, 0.75; GCF_001025195.1, s__Bifidobacterium catenulatum, 96.36, 84.97, 0.68; GCF_001025215.1, s__Bifidobacterium pseudocatenulatum, 95.0, 84.63, 0.7; GCF_001042615.1, s__Bifidobacterium kashiwanohense, 96.36, 84.55, 0.68; GCF_002742445.1, s__Bifidobacterium sp002742445, 95.0, 84.4, 0.66; GCF_000800455.1, s__Bifidobacterium kashiwanohense_A, 95.2, 84.32, 0.67; GCA_002451435.1, s__Bifidobacterium sp002451435, 95.0, 84.08, 0.69; GCF_000522505.1, s__Bifidobacterium moukalabense, 95.0, 83.46, 0.68; GCF_001042595.1, s__Bifidobacterium dentium, 95.0, 83.14, 0.66; GCF_900129045.1, s__Bifidobacterium merycicum, 95.0, 82.86, 0.56; GCF_001025155.1, s__Bifidobacterium angulatum, 95.0, 82.68, 0.52; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 81.56, 0.49; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 81.47, 0.49; GCF_002860365.1, s__Bifidobacterium parmae, 95.0, 81.25, 0.51; GCF_000741785.1, s__Bifidobacterium stellenboschense, 95.0, 81.13, 0.51; GCF_000741165.1, s__Bifidobacterium biavatii, 95.0, 81.12, 0.5; GCF_000196555.1, s__Bifidobacterium longum, 95.0, 81.04, 0.47; GCF_003024955.1, s__Bifidobacterium callitrichos_A, 95.0, 81.03, 0.48; GCF_000741175.1, s__Bifidobacterium callitrichos, 95.0, 81.02, 0.51; GCF_002259685.1, s__Bifidobacterium eulemuris, 95.0, 81.01, 0.51; GCF_002234915.1, s__Bifidobacterium vansinderenii, 95.0, 81.0, 0.42; GCF_001895165.1, s__Bifidobacterium lemurum, 95.0, 80.99, 0.51; GCF_001042635.1, s__Bifidobacterium scardovii, 95.0, 80.96, 0.53; GCF_001417815.1, s__Bifidobacterium aesculapii, 95.0, 80.95, 0.47; GCF_002802905.1, s__Bifidobacterium sp002802905, 95.0, 80.9, 0.42; GCF_001025135.1, s__Bifidobacterium bifidum, 95.0, 80.82, 0.45; GCF_002802875.1, s__Bifidobacterium sp002802875, 95.0, 80.79, 0.42; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 80.78, 0.44; GCF_000741215.1, s__Bifidobacterium gallinarum, 95.0, 80.77, 0.47; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 80.74, 0.51; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 80.67, 0.44; GCF_000771405.1, s__Bifidobacterium pullorum, 95.0, 80.64, 0.48; GCF_002802915.1, s__Bifidobacterium sp002802915, 95.0, 80.56, 0.41; GCF_003129925.1, s__Bifidobacterium catulorum, 95.0, 80.43, 0.37; GCF_002860355.1, s__Bifidobacterium margollesii, 95.0, 80.34, 0.4; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 80.3, 0.4; GCF_002860405.1, s__Bifidobacterium imperatoris, 95.0, 80.29, 0.37; GCF_002802865.1, s__Bifidobacterium sp002802865, 95.0, 80.23, 0.42; GCA_002298605.1, s__Bifidobacterium sp002298605, 95.0, 80.08, 0.43; GCF_000741455.1, s__Bifidobacterium thermacidophilum, 95.0, 80.0, 0.38; GCF_002259645.1, s__Bifidobacterium tissieri, 95.0, 80.0, 0.4; GCF_000741535.1, s__Bifidobacterium boum, 95.0, 79.94, 0.35; GCF_000741575.1, s__Bifidobacterium cuniculi, 95.0, 79.91, 0.39; GCF_000741495.1, s__Bifidobacterium thermophilum, 95.0, 79.73, 0.38; GCF_000741295.1, s__Bifidobacterium pseudolongum_A, 95.0, 79.72, 0.41; GCF_000741255.1, s__Bifidobacterium magnum, 95.0, 79.68, 0.34; GCF_000771225.1, s__Bifidobacterium pseudolongum, 95.0, 79.65, 0.39; GCF_000741135.1, s__Bifidobacterium choerinum, 95.0, 79.61, 0.42; GCF_002286915.1, s__Bifidobacterium italicum, 95.0, 79.6, 0.37; GCF_002860345.1, s__Bifidobacterium anseris, 95.0, 79.32, 0.4; GCF_000741285.1, s__Bifidobacterium mongoliense, 95.0, 79.02, 0.29; GCF_000260715.1, s__Bifidobacterium animalis, 95.0, 79.0, 0.38; GCF_000741775.1, s__Bifidobacterium subtile, 95.0, 78.96, 0.37; GCF_002259755.1, s__Bifidobacterium hapali, 95.0, 78.83, 0.28; GCF_000741205.1, s__Bifidobacterium gallicum, 95.0, 78.74, 0.27; GCF_002286935.1, s__Bifidobacterium criceti, 95.0, 78.71, 0.34; GCF_000741645.1, s__Bifidobacterium minimum, 95.0, 78.29, 0.24; GCF_001263395.1, s__Bifidobacterium actinocoloniiforme, 95.0, 78.16, 0.18; GCF_000741765.1, s__Bifidobacterium tsurumiense, 95.0, 77.98, 0.18; GCF_000967185.1, s__Bifidobacterium asteroides_B, 95.0, 77.91, 0.16; GCF_000263635.1, s__Bifidobacterium vaginale_C, 95.0, 77.85, 0.06; GCF_000741525.1, s__Bifidobacterium bohemicum, 95.0, 77.84, 0.21; GCF_003202755.1, s__Bifidobacterium asteroides_F, 95.0, 77.83, 0.15; GCF_000706765.1, s__Bifidobacterium indicum, 95.0, 77.75, 0.17; GCF_000967265.1, s__Bifidobacterium asteroides_A, 95.0, 77.74, 0.17; GCF_900094885.1, s__Bifidobacterium commune, 95.0, 77.74, 0.16; GCF_000499285.1, s__Bifidobacterium sp000499285, 95.0, 77.67, 0.16; GCF_002715865.1, s__Bifidobacterium asteroides, 95.0, 77.67, 0.15; GCF_000738005.1, s__Bifidobacterium crudilactis, 95.0, 77.62, 0.19; GCF_000499185.1, s__Bifidobacterium sp000499185, 95.0, 77.57, 0.16; GCF_003202695.1, s__Bifidobacterium asteroides_G, 95.0, 77.56, 0.15; GCF_003202715.1, s__Bifidobacterium asteroides_E, 95.0, 77.47, 0.16; GCF_001042655.1, s__Bifidobacterium vaginale, 95.0, 77.45, 0.05; GCF_000741705.1, s__Bifidobacterium psychraerophilum, 95.0, 77.29, 0.2; GCF_000263595.1, s__Bifidobacterium vaginale_E, 95.0, 77.23, 0.07; GCF_000025205.1, s__Bifidobacterium vaginale_G, 95.0, 77.13, 0.07; GCF_000737845.1, s__Bifidobacterium bombi, 95.0, 77.04, 0.12; GCF_002896555.1, s__Bifidobacterium vaginale_F, 95.0, 77.03, 0.06; GCF_002884815.1, s__Bifidobacterium lacrimalis, 95.0, 77.01, 0.06; GCF_001546485.1, s__Bifidobacterium vaginale_D, 95.0, 77.01, 0.07; GCF_002259795.1, s__Bifidobacterium aquikefiri, 95.0, 76.9, 0.07; GCF_001546455.1, s__Bifidobacterium vaginale_B, 95.0, 76.8, 0.07; GCF_002259585.1, s__Bifidobacterium coagulans, 95.0, 76.78, 0.04; GCF_001563665.1, s__Bifidobacterium vaginale_A, 95.0, 76.55, 0.04	92.18	11	N/A	N/A
K3_1.bin.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535	GCA_900066535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535	97.88	0.91	GCA_900066535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp900066535	97.88	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900066055.1, s__CAG-81 sp900066055, 95.0, 93.63, 0.83; GCA_900066785.1, s__CAG-81 sp900066785, 95.0, 89.03, 0.82; GCA_000435795.1, s__CAG-81 sp000435795, 95.0, 78.24, 0.26	93.77	11	N/A	N/A
K3_1.bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides_B;s__	ANI	N/A	GCF_000012825.1, s__Bacteroides_B vulgatus, 95.35, 96.14, 0.59; GCF_000382445.1, s__Bacteroides_B massiliensis, 95.0, 94.17, 0.53; GCF_000156075.1, s__Bacteroides_B dorei, 95.35, 93.14, 0.57; GCA_000614185.1, s__Bacteroides_B sartorii, 95.0, 88.57, 0.49; GCA_002493165.1, s__Bacteroides_B sp002493165, 95.0, 87.22, 0.54	60.79	11	0.9745230883515046	Genome has more than 15.8% of markers with multiple hits
K3_1.bin.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	GCF_000191405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	96.34	0.92	GCF_000191405.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D parainfluenzae	96.34	0.92	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003252755.1, s__Haemophilus_D parainfluenzae_N, 95.0, 94.82, 0.88; GCF_003252795.1, s__Haemophilus_D parainfluenzae_K, 95.0, 94.13, 0.87; GCF_001815355.1, s__Haemophilus_D sp001815355, 95.0, 94.0, 0.86; GCF_000210895.1, s__Haemophilus_D parainfluenzae_A, 95.0, 93.66, 0.88; GCF_003252725.1, s__Haemophilus_D parainfluenzae_L, 95.0, 93.65, 0.87; GCF_001679485.1, s__Haemophilus_D sp001679485, 95.0, 93.34, 0.84; GCF_003253005.1, s__Haemophilus_D parainfluenzae_M, 95.0, 93.16, 0.85; GCF_001053035.1, s__Haemophilus_D parainfluenzae_J, 95.0, 92.22, 0.83; GCF_900186995.1, s__Haemophilus_D pittmaniae, 95.0, 82.47, 0.5	80.52	11	N/A	N/A
K3_1.bin.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	GCA_900066565.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	98.38	0.9	GCA_900066565.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	98.38	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900066365.1, s__Acetatifactor sp900066365, 95.0, 89.47, 0.77; GCA_003447295.1, s__Acetatifactor sp003447295, 95.0, 88.77, 0.62; GCA_002431915.1, s__Acetatifactor sp002431915, 95.0, 86.41, 0.66; GCA_002314715.1, s__Acetatifactor sp002314715, 95.0, 77.23, 0.1; GCA_900320485.1, s__Acetatifactor sp900320485, 95.0, 77.18, 0.1; GCA_002368865.1, s__Acetatifactor sp002368865, 95.0, 77.06, 0.12; GCF_900248245.1, s__Acetatifactor muris, 95.0, 76.94, 0.12; GCA_002490995.1, s__Acetatifactor sp002490995, 95.0, 76.75, 0.09	69.58	11	N/A	Genome has more than 20.0% of markers with multiple hits
K3_1.bin.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae	GCF_900186995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae	98.59	0.94	GCF_900186995.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D pittmaniae	98.59	0.94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001679485.1, s__Haemophilus_D sp001679485, 95.0, 82.85, 0.49; GCF_001815355.1, s__Haemophilus_D sp001815355, 95.0, 82.84, 0.52; GCF_003252795.1, s__Haemophilus_D parainfluenzae_K, 95.0, 82.75, 0.52; GCF_003252725.1, s__Haemophilus_D parainfluenzae_L, 95.0, 82.67, 0.52; GCF_000191405.1, s__Haemophilus_D parainfluenzae, 95.0, 82.4, 0.48; GCF_000210895.1, s__Haemophilus_D parainfluenzae_A, 95.0, 82.39, 0.47; GCF_003252755.1, s__Haemophilus_D parainfluenzae_N, 95.0, 82.32, 0.51; GCF_003253005.1, s__Haemophilus_D parainfluenzae_M, 95.0, 82.28, 0.48; GCF_001053035.1, s__Haemophilus_D parainfluenzae_J, 95.0, 82.23, 0.48	96.01	11	N/A	N/A
K3_2.bin.10	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	GCF_001553315.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	97.02	0.89	GCF_001553315.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	97.02	0.89	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002959895.1, s__Veillonella infantium, 95.0, 95.14, 0.9; GCF_000160015.1, s__Veillonella dispar, 95.0, 93.32, 0.93; GCF_002959755.1, s__Veillonella sp002959755, 95.0, 93.23, 0.9; GCF_002959775.1, s__Veillonella rogosae, 95.0, 89.73, 0.86; GCF_000024945.1, s__Veillonella parvula, 95.0, 86.36, 0.87; GCF_001553335.1, s__Veillonella parvula_A, 95.0, 86.32, 0.83; GCF_002959915.1, s__Veillonella atypica, 95.0, 84.36, 0.67; GCF_001078375.1, s__Veillonella tobetsuensis, 95.0, 83.78, 0.66; GCF_002959855.1, s__Veillonella denticariosi, 95.32, 81.12, 0.59; GCF_900187285.1, s__Veillonella rodentium, 95.32, 80.91, 0.55; GCF_000426745.1, s__Veillonella montpellierensis, 95.0, 77.38, 0.15	67.12	11	N/A	N/A
K3_2.bin.15	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	GCF_000564995.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	95.71	0.91	GCF_000564995.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	95.71	0.91	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000024225.1, s__Lancefieldella parvula, 95.0, 88.76, 0.91; GCF_000174015.1, s__Lancefieldella rimae, 95.0, 78.79, 0.2; GCF_000411555.1, s__Lancefieldella sp000411555, 95.0, 78.61, 0.19	79.52	11	N/A	N/A
K4_2.bin.8	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	GCF_001553315.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	97.03	0.89	GCF_001553315.1	95.0	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella dispar_A	97.03	0.89	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002959895.1, s__Veillonella infantium, 95.0, 94.9, 0.89; GCF_000160015.1, s__Veillonella dispar, 95.0, 93.59, 0.91; GCF_002959755.1, s__Veillonella sp002959755, 95.0, 93.36, 0.91; GCF_002959775.1, s__Veillonella rogosae, 95.0, 90.42, 0.88; GCF_000024945.1, s__Veillonella parvula, 95.0, 86.89, 0.84; GCF_001553335.1, s__Veillonella parvula_A, 95.0, 86.71, 0.82; GCF_001078375.1, s__Veillonella tobetsuensis, 95.0, 84.49, 0.67; GCF_002959915.1, s__Veillonella atypica, 95.0, 84.44, 0.65; GCF_002959855.1, s__Veillonella denticariosi, 95.32, 81.5, 0.58; GCF_900187285.1, s__Veillonella rodentium, 95.32, 81.14, 0.58; GCF_000426745.1, s__Veillonella montpellierensis, 95.0, 77.87, 0.15	94.78	11	N/A	N/A
K5_1.bin.5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp900066545	GCA_900066545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp900066545	98.16	0.76	GCA_900066545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__Faecalicatena sp900066545	98.16	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalicatena;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002959615.1, s__Faecalicatena gnavus, 95.0, 82.76, 0.22; GCF_001312505.1, s__Faecalicatena faecis, 95.0, 82.42, 0.3; GCF_001404335.1, s__Faecalicatena contorta_B, 95.0, 79.63, 0.12; GCA_002320245.1, s__Faecalicatena sp002320245, 95.0, 79.44, 0.23; GCF_000155205.1, s__Faecalicatena lactaris, 95.0, 79.1, 0.18; GCF_001311035.1, s__Faecalicatena glycyrrhizinilyticum, 95.0, 78.54, 0.16; GCF_000509105.1, s__Faecalicatena sp000509105, 95.0, 78.52, 0.12; GCF_001487105.1, s__Faecalicatena sp001487105, 95.0, 78.49, 0.13; GCF_000153925.1, s__Faecalicatena torques, 95.0, 78.35, 0.14; GCF_002160525.1, s__Faecalicatena sp002160525, 95.0, 78.21, 0.09; GCF_002159505.1, s__Faecalicatena sp002159505, 95.0, 78.19, 0.1; GCF_003149245.1, s__Faecalicatena orotica, 95.0, 78.15, 0.13; GCF_001028025.1, s__Faecalicatena fissicatena, 95.0, 78.08, 0.13; GCA_002397985.1, s__Faecalicatena sp002397985, 95.0, 78.01, 0.08; GCF_003149105.1, s__Faecalicatena contorta_A, 95.0, 77.91, 0.12; GCF_000364245.1, s__Faecalicatena sp000364245, 95.0, 77.85, 0.1; GCF_000403295.1, s__Faecalicatena sp000403295, 95.0, 77.81, 0.08; GCF_001517425.1, s__Faecalicatena sp001517425, 95.0, 77.58, 0.1; GCA_002314255.1, s__Faecalicatena sp002314255, 95.0, 77.53, 0.08; GCF_900120155.1, s__Faecalicatena sp900120155, 95.0, 77.46, 0.09; GCF_002161355.1, s__Faecalicatena sp002161355, 95.0, 77.41, 0.09	70.18	11	N/A	Genome has more than 15.8% of markers with multiple hits
